Type,Requirement,Change,Urgency,Origin,N_dependencies,Cost,Time,Priority,AI_Analysis,AI_PlantUML
nfr,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community,modification,soon,developer knowledge,1,3,4,low,"User story:
As a nurse, I want the system to use consistent verbiage in Standard English and nursing terminology so that I can easily understand and use the system effectively.

Components:
- Terminology Validator
- Language Consistency Checker
- Nursing Domain Knowledge Base
- System Content Generator
- User Interface

PlantUML:
```plantuml
@startuml
component TerminologyValidator as ""Terminology Validator""
component LanguageConsistencyChecker as ""Language Consistency Checker""
component NursingDomainKnowledgeBase as ""Nursing Domain Knowledge Base""
component SystemContentGenerator as ""System Content Generator""
component UserInterface as ""User Interface""

actor Nurse as ""Nurse""

Nurse --> UserInterface
UserInterface --> SystemContentGenerator
SystemContentGenerator --> TerminologyValidator
SystemContentGenerator --> LanguageConsistencyChecker
TerminologyValidator --> NursingDomainKnowledgeBase
LanguageConsistencyChecker --> NursingDomainKnowledgeBase

@enduml
```","@startuml
component ""TerminologyValidator as ""Terminology Validator""
component LanguageConsistencyChecker as ""Language Consistency Checker""
component NursingDomainKnowledgeBase as ""Nursing Domain Knowledge Base""
component SystemContentGenerator as ""System Content Generator""
component UserInterface as ""User Interface""

actor Nurse"" as ""Nurse""

Nurse --> UserInterface
UserInterface --> SystemContentGenerator
SystemContentGenerator --> TerminologyValidator
SystemContentGenerator --> LanguageConsistencyChecker
TerminologyValidator --> NursingDomainKnowledgeBase
LanguageConsistencyChecker --> NursingDomainKnowledgeBase

@enduml"
nfr,Staff members shall be able to complete a set of tasks in a timely manner,modification,soon,developer knowledge,1,2,3,low,"User story:
As a staff member, I want to complete a set of tasks efficiently so that I can meet deadlines and achieve productivity goals.

Components:
- Task Management System
- User Authentication Module
- Workflow Optimization Tool
- Performance Monitoring Dashboard
- Notification System

PlantUML:
```plantuml
@startuml
component Task Management System as ""Task Management System""
component User Authentication Module as ""User Authentication Module""
component Workflow Optimization Tool as ""Workflow Optimization Tool""
component Performance Monitoring Dashboard as ""Performance Monitoring Dashboard""
component Notification System as ""Notification System""

actor Staff Member as ""Staff Member""

Staff Member --> Task Management System
Task Management System --> User Authentication Module
Task Management System --> Workflow Optimization Tool
Workflow Optimization Tool --> Performance Monitoring Dashboard
Performance Monitoring Dashboard --> Notification System
Staff Member --> Notification System

@enduml
```","@startuml
component ""Task Management System as ""Task Management System""
component User Authentication Module as ""User Authentication Module""
component Workflow Optimization Tool as ""Workflow Optimization Tool""
component Performance Monitoring Dashboard as ""Performance Monitoring Dashboard""
component Notification System as ""Notification System""

actor Staff Member"" as ""Staff Member""

Staff Member --> Task Management System
Task Management System --> User Authentication Module
Task Management System --> Workflow Optimization Tool
Workflow Optimization Tool --> Performance Monitoring Dashboard
Performance Monitoring Dashboard --> Notification System
Staff Member --> Notification System

@enduml"
nfr,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds,modification,later,organization,1,4,8,low,"User story:
As a system administrator, I want the system to respond to general student management tasks within 5 seconds and to schedule generation tasks within 30 seconds, so that the system provides a responsive and efficient experience for users.

Components:
- Student Management Module
- Schedule Generation Module
- Database Module
- Load Balancer Module
- Web Server Module

PlantUML:
```plantuml
@startuml
component StudentManagement as ""Student Management Module""
component ScheduleGeneration as ""Schedule Generation Module""
component Database as ""Database Module""
component LoadBalancer as ""Load Balancer Module""
component WebServer as ""Web Server Module""

LoadBalancer --* WebServer
WebServer --* StudentManagement
WebServer --* ScheduleGeneration
StudentManagement --* Database
ScheduleGeneration --* Database

actor SystemAdministrator as ""System Administrator""

SystemAdministrator --* WebServer

@enduml
```
Note: The component diagram shows the main components involved in the system and their relationships. The Load Balancer Module is included to ensure that the system can handle a large number of requests and distribute the load efficiently, which is crucial for meeting the response time requirements. The Web Server Module acts as an entry point for user requests, and it communicates with the Student Management Module and Schedule Generation Module to perform the necessary tasks. Both of these modules interact with the Database Module to retrieve and store data. The System Administrator actor is included to represent the user who interacts with the system.","@startuml
component ""StudentManagement as ""Student Management Module""
component ScheduleGeneration as ""Schedule Generation Module""
component Database as ""Database Module""
component LoadBalancer as ""Load Balancer Module""
component WebServer as ""Web Server Module""

LoadBalancer --* WebServer
WebServer --* StudentManagement
WebServer --* ScheduleGeneration
StudentManagement --* Database
ScheduleGeneration --* Database

actor SystemAdministrator"" as ""System Administrator""

SystemAdministrator --* WebServer

@enduml"
nfr,The system shall be available for use between the hours of 8am and 6pm,modification,soon,customer,3,3,4,low,"User story:
As a system administrator, I want the system to be available for use between the hours of 8am and 6pm so that users can access the system during business hours.

Components:
- Scheduling Module
- System Monitor
- User Interface
- Availability Checker
- Notification System

PlantUML:
```plantuml
@startuml
component Scheduling_Module as ""Scheduling Module""
component System_Monitor as ""System Monitor""
component User_Interface as ""User Interface""
component Availability_Checker as ""Availability Checker""
component Notification_System as ""Notification System""

System_Monitor --* Scheduling_Module : monitors schedule
Scheduling_Module --* Availability_Checker : checks availability
Availability_Checker --* Notification_System : sends notifications
User_Interface --* System_Monitor : displays system status
System_Monitor --* User_Interface : updates user interface

actor System_Administrator as ""System Administrator""
System_Administrator --* Scheduling_Module : configures schedule
System_Administrator --* Notification_System : receives notifications

actor User as ""User""
User --* User_Interface : interacts with system

@enduml
```
Note: The component diagram shows the relationships between the different components of the system, including the scheduling module, system monitor, user interface, availability checker, and notification system. The system administrator configures the schedule and receives notifications, while the user interacts with the system through the user interface. The system monitor updates the user interface and checks the system's availability based on the schedule.","@startuml
component ""Scheduling_Module as ""Scheduling Module""
component System_Monitor as ""System Monitor""
component User_Interface as ""User Interface""
component Availability_Checker as ""Availability Checker""
component Notification_System as ""Notification System""

System_Monitor --* Scheduling_Module : monitors schedule
Scheduling_Module --* Availability_Checker : checks availability
Availability_Checker --* Notification_System : sends notifications
User_Interface --* System_Monitor : displays system status
System_Monitor --* User_Interface : updates user interface

actor System_Administrator as ""System Administrator""
System_Administrator --* Scheduling_Module : configures schedule
System_Administrator --* Notification_System : receives notifications

actor User"" as ""User""
User --* User_Interface : interacts with system

@enduml"
nfr,The system shall achieve 95% up time,modification,soon,project vision,1,2,3,low,"User story:
As a System Administrator, I want the system to be available and accessible 95% of the time so that users can reliably use the system to perform their tasks.

Components:
- Monitoring Module: to track system uptime and detect downtime
- Alert System: to notify administrators of downtime or potential downtime
- Backup and Recovery Module: to quickly recover from failures and minimize downtime
- Load Balancer: to distribute traffic and prevent overload
- Redundancy Module: to ensure duplicate systems are available in case of failure

PlantUML:
```plantuml
@startuml
component MonitoringModule as ""Monitoring Module""
component AlertSystem as ""Alert System""
component BackupAndRecoveryModule as ""Backup and Recovery Module""
component LoadBalancer as ""Load Balancer""
component RedundancyModule as ""Redundancy Module""
component System as ""System""

actor SystemAdministrator as ""System Administrator""

SystemAdministrator -- MonitoringModule
MonitoringModule -- AlertSystem
AlertSystem -- SystemAdministrator
MonitoringModule -- System
System -- LoadBalancer
LoadBalancer -- RedundancyModule
RedundancyModule -- System
System -- BackupAndRecoveryModule
BackupAndRecoveryModule -- System

@enduml
```","@startuml
component ""MonitoringModule as ""Monitoring Module""
component AlertSystem as ""Alert System""
component BackupAndRecoveryModule as ""Backup and Recovery Module""
component LoadBalancer as ""Load Balancer""
component RedundancyModule as ""Redundancy Module""
component System as ""System""

actor SystemAdministrator"" as ""System Administrator""

SystemAdministrator -- MonitoringModule
MonitoringModule -- AlertSystem
AlertSystem -- SystemAdministrator
MonitoringModule -- System
System -- LoadBalancer
LoadBalancer -- RedundancyModule
RedundancyModule -- System
System -- BackupAndRecoveryModule
BackupAndRecoveryModule -- System

@enduml"
nfr,system shall be able to handle all of the user requests/usage during business hours,modification,soon,customer,1,2,2,low,"User story:
As a System Administrator, I want the system to handle all user requests and usage during business hours so that the system remains available and responsive to users.

Components:
- Load Balancer
- Application Server
- Database Server
- Cache Server
- Monitoring Tool

PlantUML:
```plantuml
@startuml
component Load_Balancer as ""Load Balancer""
component Application_Server as ""Application Server""
component Database_Server as ""Database Server""
component Cache_Server as ""Cache Server""
component Monitoring_Tool as ""Monitoring Tool""
component User as ""User""

Load_Balancer --* Application_Server : distributes requests
Application_Server --* Database_Server : reads/writes data
Application_Server --* Cache_Server : reads/writes cache
Monitoring_Tool --* Load_Balancer : monitors load
Monitoring_Tool --* Application_Server : monitors performance
Monitoring_Tool --* Database_Server : monitors queries
Monitoring_Tool --* Cache_Server : monitors cache hits
User --* Load_Balancer : sends requests

@enduml
```
Note: The component diagram shows the high-level components involved in handling user requests during business hours. The Load Balancer distributes incoming requests to multiple Application Servers, which interact with the Database Server and Cache Server. The Monitoring Tool keeps track of the system's performance and load, ensuring that the system can handle all user requests.","@startuml
component ""Load_Balancer as ""Load Balancer""
component Application_Server as ""Application Server""
component Database_Server as ""Database Server""
component Cache_Server as ""Cache Server""
component Monitoring_Tool as ""Monitoring Tool""
component User"" as ""User""

Load_Balancer --* Application_Server : distributes requests
Application_Server --* Database_Server : reads/writes data
Application_Server --* Cache_Server : reads/writes cache
Monitoring_Tool --* Load_Balancer : monitors load
Monitoring_Tool --* Application_Server : monitors performance
Monitoring_Tool --* Database_Server : monitors queries
Monitoring_Tool --* Cache_Server : monitors cache hits
User --* Load_Balancer : sends requests

@enduml"
fr,The system shall be able to display a printable summary of the system log,modification,soon,organization,1,2,3,low,"User story:
As a system administrator, I want to be able to display a printable summary of the system log so that I can easily review and analyze the system's activity.

Components:
- System Log Module: responsible for collecting and storing system logs
- Log Summary Generator: responsible for generating a summary of the system log
- Print Module: responsible for handling the printing of the log summary
- User Interface: responsible for displaying the log summary to the system administrator

PlantUML:
```plantuml
@startuml
left to right direction

actor SystemAdministrator as ""System Administrator""
component SystemLogModule as ""System Log Module""
component LogSummaryGenerator as ""Log Summary Generator""
component PrintModule as ""Print Module""
component UserInterface as ""User Interface""

SystemAdministrator -- (View Log Summary)
SystemAdministrator --> UserInterface : uses
UserInterface --> LogSummaryGenerator : requests summary
LogSummaryGenerator --> SystemLogModule : retrieves logs
SystemLogModule --> LogSummaryGenerator : provides logs
LogSummaryGenerator --> UserInterface : provides summary
UserInterface --> PrintModule : prints summary
PrintModule --> SystemAdministrator : provides printed summary

@enduml
```","@startuml
left to right direction

actor SystemAdministrator as ""System Administrator""
component SystemLogModule as ""System Log Module""
component LogSummaryGenerator as ""Log Summary Generator""
component PrintModule as ""Print Module""
component UserInterface as ""User Interface""

SystemAdministrator -- (View Log Summary)
SystemAdministrator --> UserInterface : uses
UserInterface --> LogSummaryGenerator : requests summary
LogSummaryGenerator --> SystemLogModule : retrieves logs
SystemLogModule --> LogSummaryGenerator : provides logs
LogSummaryGenerator --> UserInterface : provides summary
UserInterface --> PrintModule : prints summary
PrintModule --> SystemAdministrator : provides printed summary

@enduml"
fr,The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators,modification,soon,organization,1,2,3,low,"User story:
As a system administrator, I want to store and manage contact information for all relevant individuals, including staff members, students, lecture instructors, clinical lab instructors, and clinical site administrators, so that I can easily access and update their email addresses and phone numbers.

Components:
- Contact Information Module
- User Management Module
- Database Storage Component
- Data Access Component
- Validation Component

PlantUML:
```plantuml
@startuml
left to right direction

actor System_Administrator as ""System Administrator""
actor Staff_Member as ""Staff Member""
actor Student as ""Student""
actor Lecture_Instructor as ""Lecture Instructor""
actor Clinical_Lab_Instructor as ""Clinical Lab Instructor""
actor Clinical_Site_Administrator as ""Clinical Site Administrator""

component Contact_Information_Module as ""Contact Information Module""
component User_Management_Module as ""User Management Module""
component Database_Storage_Component as ""Database Storage""
component Data_Access_Component as ""Data Access""
component Validation_Component as ""Validation""

System_Administrator -- (Manage Contact Information)
Staff_Member -- (View Own Contact Information)
Student -- (View Own Contact Information)
Lecture_Instructor -- (View Own Contact Information)
Clinical_Lab_Instructor -- (View Own Contact Information)
Clinical_Site_Administrator -- (View Own Contact Information)

System_Administrator ..> Contact_Information_Module
Contact_Information_Module ..> User_Management_Module
User_Management_Module ..> Database_Storage_Component
Database_Storage_Component ..> Data_Access_Component
Data_Access_Component ..> Validation_Component

@enduml
```","@startuml
left to right direction

actor System_Administrator as ""System Administrator""
actor Staff_Member as ""Staff Member""
actor Student as ""Student""
actor Lecture_Instructor as ""Lecture Instructor""
actor Clinical_Lab_Instructor as ""Clinical Lab Instructor""
actor Clinical_Site_Administrator as ""Clinical Site Administrator""

component Contact_Information_Module as ""Contact Information Module""
component User_Management_Module as ""User Management Module""
component Database_Storage_Component as ""Database Storage""
component Data_Access_Component as ""Data Access""
component Validation_Component as ""Validation""

System_Administrator -- (Manage Contact Information)
Staff_Member -- (View Own Contact Information)
Student -- (View Own Contact Information)
Lecture_Instructor -- (View Own Contact Information)
Clinical_Lab_Instructor -- (View Own Contact Information)
Clinical_Site_Administrator -- (View Own Contact Information)

System_Administrator ..> Contact_Information_Module
Contact_Information_Module ..> User_Management_Module
User_Management_Module ..> Database_Storage_Component
Database_Storage_Component ..> Data_Access_Component
Data_Access_Component ..> Validation_Component

@enduml"
fr,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties,addition,soon,developer knowledge,1,3,4,low,"User story:
As a system administrator, I want to use stored e-mail addresses to send information to affected parties so that they can be notified in a timely and efficient manner.

Components:
- Email Database: a module to store and manage email addresses
- Notification Service: a module to send emails to affected parties
- User Management: a module to manage user information, including email addresses
- Communication Module: a module to handle the communication with the email service

PlantUML:
```plantuml
@startuml
left to right direction
actor ""Affected Party"" as affectedParty
actor ""System Administrator"" as sysAdmin
component ""Email Database"" as emailDb
component ""Notification Service"" as notificationSvc
component ""User Management"" as userMgmt
component ""Communication Module"" as commModule
component ""Email Service"" as emailSvc

affectedParty -->(emailDb): receives email
sysAdmin -->(userMgmt): manages users
sysAdmin -->(notificationSvc): sends notifications
userMgmt -->(emailDb): updates email addresses
notificationSvc -->(commModule): sends emails
commModule -->(emailSvc): uses email service
emailDb -->(notificationSvc): provides email addresses
@enduml
```","@startuml
left to right direction
actor ""Affected Party"" as affectedParty
actor ""System Administrator"" as sysAdmin
component ""Email Database"" as emailDb
component ""Notification Service"" as notificationSvc
component ""User Management"" as userMgmt
component ""Communication Module"" as commModule
component ""Email Service"" as emailSvc

affectedParty -->(emailDb): receives email
sysAdmin -->(userMgmt): manages users
sysAdmin -->(notificationSvc): sends notifications
userMgmt -->(emailDb): updates email addresses
notificationSvc -->(commModule): sends emails
commModule -->(emailSvc): uses email service
emailDb -->(notificationSvc): provides email addresses
@enduml"
fr,The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be,modification,later,organization,2,3,4,low,"User story:
As a student, I want to receive notifications about upcoming classes and my schedule so that I can plan accordingly and stay informed about my academic timeline.

Components:
- Notification Service
- Student Information System
- Class Schedule Manager
- User Interface (for students to view their schedules and receive notifications)

PlantUML:
```plantuml
@startuml
left to right direction
actor Student as ""Student""
actor Administrator as ""Administrator""
component NotificationService as ""Notification Service""
component StudentInformationSystem as ""Student Information System""
component ClassScheduleManager as ""Class Schedule Manager""
component UserInterface as ""User Interface""

Student -->(UserInterface)
Administrator -->(ClassScheduleManager)
ClassScheduleManager -->(NotificationService)
NotificationService -->(StudentInformationSystem)
StudentInformationSystem -->(UserInterface)

@enduml
```
Note: The Use Case Diagram is represented using components and actors, as PlantUML's use case diagram syntax is not directly applicable to","@startuml
left to right direction
actor Student as ""Student""
actor Administrator as ""Administrator""
component NotificationService as ""Notification Service""
component StudentInformationSystem as ""Student Information System""
component ClassScheduleManager as ""Class Schedule Manager""
component UserInterface as ""User Interface""

Student -->(UserInterface)
Administrator -->(ClassScheduleManager)
ClassScheduleManager -->(NotificationService)
NotificationService -->(StudentInformationSystem)
StudentInformationSystem -->(UserInterface)

@enduml"
fr,The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes  and clinical section cancellations,modification,later,customer,1,3,4,low,"User story:
As a clinical administrator, I want to receive notifications when changes occur that affect clinicals, such as clinical section capacity changes and clinical section cancellations, so that I can take necessary actions to ensure continuity of care.

Components:
- Notification Service
- Clinical Section Management Module
- User Management Module
- Notification Repository

PlantUML:
```plantuml
@startuml
left to right direction

actor Clinical_Administrator as ""Clinical Administrator""
actor System_Administrator as ""System Administrator""

component Notification_Service as ""Notification Service""
component Clinical_Section_Management as ""Clinical Section Management""
component User_Management as ""User Management""
component Notification_Repository as ""Notification Repository""

Clinical_Administrator --> (Receive Notifications)
System_Administrator --> (Configure Notifications)

(Clinical Section Capacity Changes) ..> Notification_Service : trigger
(Clinical Section Cancellations) ..> Notification_Service : trigger

Notification_Service --* Clinical_Section_Management : uses
Notification_Service --* User_Management : uses
Notification_Service --* Notification_Repository : uses

@enduml
```","@startuml
left to right direction

actor Clinical_Administrator as ""Clinical Administrator""
actor System_Administrator as ""System Administrator""

component Notification_Service as ""Notification Service""
component Clinical_Section_Management as ""Clinical Section Management""
component User_Management as ""User Management""
component Notification_Repository as ""Notification Repository""

Clinical_Administrator --> (Receive Notifications)
System_Administrator --> (Configure Notifications)

(Clinical Section Capacity Changes) ..> Notification_Service : trigger
(Clinical Section Cancellations) ..> Notification_Service : trigger

Notification_Service --* Clinical_Section_Management : uses
Notification_Service --* User_Management : uses
Notification_Service --* Notification_Repository : uses

@enduml"
fr,The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter,modification,later,organization,1,3,4,low,"User story:
As a student or faculty member, I want to receive notifications when changes occur to classes, including cancellations, section detail changes, and changes to class offerings for a given quarter, so that I can stay informed and plan accordingly.

Components:
- Notification Service
- Class Management System
- User Management System
- Notification Repository
- Class Repository

PlantUML:
```plantuml
@startuml
left to right direction

actor Student as ""Student""
actor Faculty as ""Faculty""

component NotificationService as ""Notification Service""
component ClassManagementSystem as ""Class Management System""
component UserManagementSystem as ""User Management System""
component NotificationRepository as ""Notification Repository""
component ClassRepository as ""Class Repository""

Student --> NotificationService : receives notifications
Faculty --> NotificationService : receives notifications
NotificationService --* ClassManagementSystem : retrieves class information
ClassManagementSystem --* ClassRepository : stores class information
NotificationService --* UserManagementSystem : retrieves user information
UserManagementSystem --* NotificationRepository : stores notification preferences
NotificationService --* NotificationRepository : stores notifications

@enduml
```","@startuml
left to right direction

actor Student as ""Student""
actor Faculty as ""Faculty""

component NotificationService as ""Notification Service""
component ClassManagementSystem as ""Class Management System""
component UserManagementSystem as ""User Management System""
component NotificationRepository as ""Notification Repository""
component ClassRepository as ""Class Repository""

Student --> NotificationService : receives notifications
Faculty --> NotificationService : receives notifications
NotificationService --* ClassManagementSystem : retrieves class information
ClassManagementSystem --* ClassRepository : stores class information
NotificationService --* UserManagementSystem : retrieves user information
UserManagementSystem --* NotificationRepository : stores notification preferences
NotificationService --* NotificationRepository : stores notifications

@enduml"
fr,The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort�s program of study and changes to a given week�s schedule (lab cancelled this week due to instructor illness),modification,later,organization,2,2,3,low,"User story:
As a cohort administrator, I want to receive notifications when changes occur affecting cohorts, such as changes to the sequence for a cohort's program of study or changes to a given week's schedule, so that I can inform and update affected parties in a timely manner.

Components:
- Notification Service
- Cohort Management Module
- Schedule Management Module
- User Management Module
- Notification Repository

PlantUML:
```plantuml
@startuml
left to right direction

actor CohortAdministrator as ""Cohort Administrator""
actor Instructor as ""Instructor""
actor Student as ""Student""

component NotificationService as ""Notification Service""
component CohortManagementModule as ""Cohort Management Module""
component ScheduleManagementModule as ""Schedule Management Module""
component UserManagementModule as ""User Management Module""
component NotificationRepository as ""Notification Repository""

CohortAdministrator --> CohortManagementModule
Instructor --> ScheduleManagementModule
Student --> CohortManagementModule
CohortManagementModule --> NotificationService
ScheduleManagementModule --> NotificationService
UserManagementModule --> NotificationService
NotificationService --> NotificationRepository
NotificationService --> CohortAdministrator
NotificationService --> Student

@enduml
```
Note: The provided PlantUML code represents a Use Case Diagram, which is the most suitable for","@startuml
left to right direction

actor CohortAdministrator as ""Cohort Administrator""
actor Instructor as ""Instructor""
actor Student as ""Student""

component NotificationService as ""Notification Service""
component CohortManagementModule as ""Cohort Management Module""
component ScheduleManagementModule as ""Schedule Management Module""
component UserManagementModule as ""User Management Module""
component NotificationRepository as ""Notification Repository""

CohortAdministrator --> CohortManagementModule
Instructor --> ScheduleManagementModule
Student --> CohortManagementModule
CohortManagementModule --> NotificationService
ScheduleManagementModule --> NotificationService
UserManagementModule --> NotificationService
NotificationService --> NotificationRepository
NotificationService --> CohortAdministrator
NotificationService --> Student

@enduml"
fr,The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student�s status from full time to part time and moving a student to a different clinical section,modification,later,developer knowledge,0,3,3,low,"User story:
As a system administrator, I want to notify affected parties when changes occur affecting specific students, so that they are informed of updates to student status or clinical section assignments.

Components:
- Student Information Module
- Notification Module
- Clinical Section Module
- User Management Module
- Notification Service

PlantUML:
```plantuml
@startuml
left to right direction

actor SystemAdministrator as ""System Administrator""
actor AffectedParties as ""Affected Parties""
actor Student as ""Student""

component StudentInformationModule as ""Student Information Module""
component NotificationModule as ""Notification Module""
component ClinicalSectionModule as ""Clinical Section Module""
component UserManagementModule as ""User Management Module""
component NotificationService as ""Notification Service""

SystemAdministrator --> StudentInformationModule : Update Student Status
StudentInformationModule --> NotificationModule : Trigger Notification
NotificationModule --> NotificationService : Send Notification
NotificationService --> AffectedParties : Notify

StudentInformationModule --> ClinicalSectionModule : Update Clinical Section
ClinicalSectionModule --> NotificationModule : Trigger Notification
NotificationModule --> NotificationService : Send Notification
NotificationService --> AffectedParties : Notify

UserManagementModule --> AffectedParties : Manage User Roles

@enduml
```","@startuml
left to right direction

actor SystemAdministrator as ""System Administrator""
actor AffectedParties as ""Affected Parties""
actor Student as ""Student""

component StudentInformationModule as ""Student Information Module""
component NotificationModule as ""Notification Module""
component ClinicalSectionModule as ""Clinical Section Module""
component UserManagementModule as ""User Management Module""
component NotificationService as ""Notification Service""

SystemAdministrator --> StudentInformationModule : Update Student Status
StudentInformationModule --> NotificationModule : Trigger Notification
NotificationModule --> NotificationService : Send Notification
NotificationService --> AffectedParties : Notify

StudentInformationModule --> ClinicalSectionModule : Update Clinical Section
ClinicalSectionModule --> NotificationModule : Trigger Notification
NotificationModule --> NotificationService : Send Notification
NotificationService --> AffectedParties : Notify

UserManagementModule --> AffectedParties : Manage User Roles

@enduml"
fr,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes,modification,soon,organization,5,4,6,low,"User story:
As a Program Administrator/Nursing Staff Member, I want to modify information relating to cohorts, including cohort identifier, program of study, preferred sequence of classes, and quarters that a cohort will be taking specific classes, so that I can effectively manage and track the progress of cohorts.

Components:
- Cohort Management Module
- User Authentication Module
- Authorization Module
- Data Storage Module
- User Interface Module

PlantUML:
```plantuml
@startuml
left to right direction

actor ""Program Administrator/Nursing Staff Member"" as Admin

component CohortManagement as ""Cohort Management Module""
component UserAuthentication as ""User Authentication Module""
component Authorization as ""Authorization Module""
component DataStorage as ""Data Storage Module""
component UserInterface as ""User Interface Module""

Admin -- (Modify Cohort Information)
Admin --> UserAuthentication : Authenticate
UserAuthentication --> Authorization : Check Access
Authorization --> CohortManagement : Modify Cohort
CohortManagement --> DataStorage : Update Cohort Data
DataStorage --> UserInterface : Display Updated Cohort Information
UserInterface --> Admin : Display Updated Cohort Information

@enduml
```","@startuml
left to right direction

actor ""Program Administrator/Nursing Staff Member"" as Admin

component CohortManagement as ""Cohort Management Module""
component UserAuthentication as ""User Authentication Module""
component Authorization as ""Authorization Module""
component DataStorage as ""Data Storage Module""
component UserInterface as ""User Interface Module""

Admin -- (Modify Cohort Information)
Admin --> UserAuthentication : Authenticate
UserAuthentication --> Authorization : Check Access
Authorization --> CohortManagement : Modify Cohort
CohortManagement --> DataStorage : Update Cohort Data
DataStorage --> UserInterface : Display Updated Cohort Information
UserInterface --> Admin : Display Updated Cohort Information

@enduml"
fr,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department  including the Program of study name  and required classes for that Program of Study,modification,soon,organization,6,4,5,low,"User story:
As a Program Administrator or Nursing Staff Member, I want to modify information relating to a Program of Study within the Nursing Department, including the Program of study name and required classes for that Program of Study, so that I can ensure the accuracy and relevance of the program's details.

Components:
- Program of Study Management Module
- User Authentication and Authorization Module
- Nursing Department Database
- Program of Study Information Editor
- Required Classes Manager

PlantUML:
```plantuml
@startuml
left to right direction

actor ""Program Administrator"" as admin
actor ""Nursing Staff Member"" as staff

component ""Program of Study Management Module"" as management
component ""User Authentication and Authorization Module"" as auth
component ""Nursing Department Database"" as database
component ""Program of Study Information Editor"" as editor
component ""Required Classes Manager"" as classes

admin -->(management)
staff -->(management)

management --> auth
management --> database
management --> editor
management --> classes

editor --> database
classes --> database

@enduml
```","@startuml
left to right direction

actor ""Program Administrator"" as admin
actor ""Nursing Staff Member"" as staff

component ""Program of Study Management Module"" as management
component ""User Authentication and Authorization Module"" as auth
component ""Nursing Department Database"" as database
component ""Program of Study Information Editor"" as editor
component ""Required Classes Manager"" as classes

admin -->(management)
staff -->(management)

management --> auth
management --> database
management --> editor
management --> classes

editor --> database
classes --> database

@enduml"
fr,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name  site contact person  contact information  and address,addition,soon,organization,2,3,3,low,"User story:
As a Program Administrator or Nursing Staff Member, I want to modify information relating to a Clinical Site, including the clinical site name, site contact person, contact information, and address, so that I can ensure the accuracy and up-to-dateness of clinical site information.

Components:
- Clinical Site Management Module
- User Authentication Module
- Authorization Module
- Clinical Site Information Database
- User Interface (UI) for Clinical Site Information Modification

PlantUML:
```plantuml
@startuml
left to right direction

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"" as NSM

component ""User Authentication Module"" as UAM
component ""Authorization Module"" as AM
component ""Clinical Site Management Module"" as CSMM
component ""Clinical Site Information Database"" as CSID
component ""User Interface (UI)"" as UI

PA ---> UAM : authenticate
NSM ---> UAM : authenticate
UAM ---> AM : check authorization
AM ---> CSMM : grant access
CSMM ---> CSID : modify clinical site information
CSMM ---> UI : display modified information
UI ---> PA : interact with
UI ---> NSM : interact with

@enduml
```
Note: The above PlantUML code represents a Use Case Diagram, which is the most suitable for","@startuml
left to right direction

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"" as NSM

component ""User Authentication Module"" as UAM
component ""Authorization Module"" as AM
component ""Clinical Site Management Module"" as CSMM
component ""Clinical Site Information Database"" as CSID
component ""User Interface (UI)"" as UI

PA ---> UAM : authenticate
NSM ---> UAM : authenticate
UAM ---> AM : check authorization
AM ---> CSMM : grant access
CSMM ---> CSID : modify clinical site information
CSMM ---> UI : display modified information
UI ---> PA : interact with
UI ---> NSM : interact with

@enduml"
